id1,id2,weight
addax.n.01,bovid.n.01,1
giraffe.n.01,ungulate.n.01,1
guano_bat.n.01,bat.n.01,1
whitetail_prairie_dog.n.01,rodent.n.01,1
quarter_horse.n.01,saddle_horse.n.01,1
racehorse.n.01,horse.n.01,1
rat.n.01,rodent.n.01,1
homo_erectus.n.01,hominid.n.01,1
english_setter.n.01,hunting_dog.n.01,1
porker.n.01,even-toed_ungulate.n.01,1
stirk.n.01,bovine.n.01,1
western_lowland_gorilla.n.01,gorilla.n.01,1
french_bulldog.n.01,carnivore.n.01,1
new_world_porcupine.n.01,porcupine.n.01,1
skye_terrier.n.01,carnivore.n.01,1
kudu.n.01,placental.n.01,1
grampus.n.02,toothed_whale.n.01,1
giant_kangaroo.n.01,kangaroo.n.01,1
australopithecus_boisei.n.01,mammal.n.01,1
false_saber-toothed_tiger.n.01,feline.n.01,1
orange_bat.n.01,placental.n.01,1
hinny.n.01,ungulate.n.01,1
pika.n.01,mammal.n.01,1
hearing_dog.n.01,carnivore.n.01,1
charger.n.01,equine.n.01,1
dusky-footed_wood_rat.n.01,placental.n.01,1
bloodhound.n.01,mammal.n.01,1
smooth-haired_fox_terrier.n.01,carnivore.n.01,1
kiang.n.01,ass.n.03,1
humpback.n.03,placental.n.01,1
american_staffordshire_terrier.n.01,canine.n.02,1
brabancon_griffon.n.01,dog.n.01,1
indian_rhinoceros.n.01,odd-toed_ungulate.n.01,1
domestic_sheep.n.01,placental.n.01,1
stalking-horse.n.04,mammal.n.01,1
beaver_rat.n.01,rodent.n.01,1
hognose_bat.n.01,placental.n.01,1
loir.n.01,mammal.n.01,1
basset.n.01,mammal.n.01,1
courser.n.03,hunting_dog.n.01,1
long-tailed_porcupine.n.01,old_world_porcupine.n.01,1
mountain_nyala.n.01,bovid.n.01,1
markhor.n.01,ungulate.n.01,1
pied_lemming.n.01,placental.n.01,1
warhorse.n.03,saddle_horse.n.01,1
soft-coated_wheaten_terrier.n.01,canine.n.02,1
affenpinscher.n.01,dog.n.01,1
standard_schnauzer.n.01,carnivore.n.01,1
liver_chestnut.n.01,odd-toed_ungulate.n.01,1
margay.n.01,wildcat.n.03,1
antelope_squirrel.n.01,squirrel.n.01,1
feist.n.01,carnivore.n.01,1
broodmare.n.01,placental.n.01,1
welsh.n.03,bovine.n.01,1
domestic_cat.n.01,feline.n.01,1
raccoon_dog.n.01,canine.n.02,1
quagga.n.01,equine.n.01,1
silky_anteater.n.01,mammal.n.01,1
eastern_chimpanzee.n.01,primate.n.02,1
tibetan_mastiff.n.01,carnivore.n.01,1
lesser_kudu.n.01,placental.n.01,1
egyptian_cat.n.01,mammal.n.01,1
assault.n.03,placental.n.01,1
tayra.n.01,mammal.n.01,1
pony.n.05,equine.n.01,1
old_world_monkey.n.01,mammal.n.01,1
guernsey.n.02,ruminant.n.01,1
lesser_rorqual.n.01,whale.n.02,1
pere_david's_deer.n.01,ungulate.n.01,1
indian_elephant.n.01,elephant.n.01,1
thoroughbred.n.02,odd-toed_ungulate.n.01,1
toy_terrier.n.01,dog.n.01,1
pilot_whale.n.01,toothed_whale.n.01,1
atlantic_walrus.n.01,aquatic_mammal.n.01,1
feist.n.01,mammal.n.01,1
raccoon_dog.n.01,placental.n.01,1
american_harvest_mouse.n.01,placental.n.01,1
grampus.n.02,mammal.n.01,1
flat-coated_retriever.n.01,sporting_dog.n.01,1
sand_cat.n.01,wildcat.n.03,1
prairie_dog.n.01,mammal.n.01,1
wirehair.n.01,mammal.n.01,1
ratel.n.01,placental.n.01,1
chacma.n.01,primate.n.02,1
three-year-old_horse.n.01,racehorse.n.01,1
white-tailed_jackrabbit.n.01,leporid.n.01,1
draft_horse.n.01,ungulate.n.01,1
caracal.n.01,lynx.n.02,1
longtail_weasel.n.01,musteline_mammal.n.01,1
rottweiler.n.01,placental.n.01,1
gordon_setter.n.01,placental.n.01,1
unguiculata.n.01,mammal.n.01,1
friesian.n.01,even-toed_ungulate.n.01,1
jerboa_rat.n.01,mammal.n.01,1
two-toed_sloth.n.02,placental.n.01,1
belgian_sheepdog.n.01,dog.n.01,1
snow_leopard.n.01,carnivore.n.01,1
galloway.n.02,bovid.n.01,1
affenpinscher.n.01,watchdog.n.02,1
bonnet_macaque.n.01,old_world_monkey.n.01,1
lincoln.n.03,bovid.n.01,1
phenacomys.n.01,wood_rat.n.01,1
brabancon_griffon.n.01,griffon.n.02,1
springer_spaniel.n.01,mammal.n.01,1
labrador_retriever.n.01,hunting_dog.n.01,1
two-year-old_horse.n.01,placental.n.01,1
miniature_schnauzer.n.01,schnauzer.n.01,1
deer.n.01,even-toed_ungulate.n.01,1
mountain_paca.n.01,placental.n.01,1
seattle_slew.n.01,equine.n.01,1
panther.n.02,placental.n.01,1
jaguarundi.n.01,feline.n.01,1
common_wallaby.n.01,metatherian.n.01,1
springer_spaniel.n.01,placental.n.01,1
bassarisk.n.01,procyonid.n.01,1
burro.n.01,equine.n.01,1
moke.n.01,placental.n.01,1
seattle_slew.n.01,horse.n.01,1
napu.n.01,even-toed_ungulate.n.01,1
wolf.n.01,carnivore.n.01,1
fissiped_mammal.n.01,placental.n.01,1
cayuse.n.01,horse.n.01,1
giant_armadillo.n.01,armadillo.n.01,1
asian_wild_ox.n.01,ungulate.n.01,1
blenheim_spaniel.n.01,english_toy_spaniel.n.01,1
burro.n.01,odd-toed_ungulate.n.01,1
killer_whale.n.01,cetacean.n.01,1
pacific_walrus.n.01,walrus.n.01,1
foxhound.n.01,canine.n.02,1
spotted_lynx.n.01,wildcat.n.03,1
alley_cat.n.01,carnivore.n.01,1
equine.n.01,placental.n.01,1
weasel.n.02,carnivore.n.01,1
cynopterus_sphinx.n.01,mammal.n.01,1
pronghorn.n.01,placental.n.01,1
hazel_mouse.n.01,placental.n.01,1
chestnut.n.06,equine.n.01,1
bovine.n.01,even-toed_ungulate.n.01,1
longtail_weasel.n.01,carnivore.n.01,1
nonstarter.n.02,placental.n.01,1
baleen_whale.n.01,aquatic_mammal.n.01,1
siamang.n.01,mammal.n.01,1
thoroughbred.n.02,mammal.n.01,1
mountain_beaver.n.01,placental.n.01,1
drill.n.02,mammal.n.01,1
pilot_whale.n.01,dolphin.n.02,1
house_mouse.n.01,mammal.n.01,1
remount.n.01,horse.n.01,1
lion_cub.n.01,big_cat.n.01,1
hispid_pocket_mouse.n.01,pocket_rat.n.01,1
aardvark.n.01,mammal.n.01,1
working_dog.n.01,carnivore.n.01,1
sand_rat.n.02,gerbil.n.01,1
stablemate.n.01,odd-toed_ungulate.n.01,1
platypus.n.01,mammal.n.01,1
japanese_spaniel.n.01,canine.n.02,1
collared_peccary.n.01,even-toed_ungulate.n.01,1
tiger_cat.n.01,feline.n.01,1
roe_deer.n.01,deer.n.01,1
urial.n.01,even-toed_ungulate.n.01,1
chamois.n.02,goat_antelope.n.01,1
spaniel.n.01,mammal.n.01,1
spearnose_bat.n.01,bat.n.01,1
jird.n.01,gerbil.n.01,1
wolfhound.n.01,dog.n.01,1
kit_fox.n.02,mammal.n.01,1
curly-coated_retriever.n.01,retriever.n.01,1
indian_elephant.n.01,mammal.n.01,1
bongo.n.02,ungulate.n.01,1
kanchil.n.01,ruminant.n.01,1
kid.n.05,mammal.n.01,1
new_world_beaver.n.01,placental.n.01,1
english_setter.n.01,placental.n.01,1
miniature_schnauzer.n.01,mammal.n.01,1
red_fox.n.02,placental.n.01,1
waterbuck.n.01,bovid.n.01,1
chickeree.n.01,squirrel.n.01,1
alpaca.n.03,placental.n.01,1
toy_manchester.n.01,terrier.n.01,1
agouti.n.01,rodent.n.01,1
hinny.n.01,placental.n.01,1
doberman.n.01,canine.n.02,1
african_elephant.n.01,elephant.n.01,1
bloodhound.n.01,carnivore.n.01,1
african_hunting_dog.n.01,wild_dog.n.01,1
cotswold.n.01,even-toed_ungulate.n.01,1
porpoise.n.01,dolphin.n.02,1
gomphothere.n.01,elephant.n.01,1
naked_mole_rat.n.01,mammal.n.01,1
tasmanian_devil.n.01,mammal.n.01,1
mastiff.n.01,placental.n.01,1
proconsul.n.03,hominoid.n.01,1
pembroke.n.01,carnivore.n.01,1
brown_rat.n.01,rat.n.01,1
dwarf_sperm_whale.n.01,toothed_whale.n.01,1
argali.n.01,even-toed_ungulate.n.01,1
packrat.n.02,wood_rat.n.01,1
borzoi.n.01,canine.n.02,1
moke.n.01,ass.n.03,1
french_bulldog.n.01,canine.n.02,1
brush-tailed_phalanger.n.01,marsupial.n.01,1
carnivorous_bat.n.01,mammal.n.01,1
bandicoot.n.01,metatherian.n.01,1
harbor_seal.n.01,placental.n.01,1
mastiff.n.01,canine.n.02,1
okapi.n.01,ungulate.n.01,1
coach_horse.n.01,horse.n.01,1
fossorial_mammal.n.01,mammal.n.01,1
palfrey.n.01,equine.n.01,1
citation.n.06,equine.n.01,1
ibex.n.01,bovid.n.01,1
vervet.n.01,mammal.n.01,1
eurasian_badger.n.01,mammal.n.01,1
cattalo.n.01,mammal.n.01,1
giant_eland.n.01,eland.n.01,1
entellus.n.01,monkey.n.01,1
black-and-tan_coonhound.n.01,hound.n.01,1
fox_terrier.n.01,hunting_dog.n.01,1
ayrshire.n.01,ruminant.n.01,1
vole.n.01,mammal.n.01,1
american_water_shrew.n.01,water_shrew.n.01,1
pocket_rat.n.01,placental.n.01,1
toy_terrier.n.01,toy_dog.n.01,1
tarpan.n.01,odd-toed_ungulate.n.01,1
exmoor.n.01,ruminant.n.01,1
borzoi.n.01,hound.n.01,1
red_poll.n.01,placental.n.01,1
pacer.n.01,mammal.n.01,1
flying_mouse.n.01,marsupial.n.01,1
airedale.n.01,hunting_dog.n.01,1
red_deer.n.01,even-toed_ungulate.n.01,1
spotted_lynx.n.01,feline.n.01,1
crabeater_seal.n.01,seal.n.09,1
swamp_rabbit.n.02,mammal.n.01,1
ape.n.01,placental.n.01,1
carabao.n.01,water_buffalo.n.01,1
appenzeller.n.01,sennenhunde.n.01,1
american_water_shrew.n.01,mammal.n.01,1
livestock.n.01,placental.n.01,1
stoat.n.01,ermine.n.02,1
cocker_spaniel.n.01,hunting_dog.n.01,1
freetail.n.01,bat.n.01,1
alpaca.n.03,mammal.n.01,1
tamarau.n.01,old_world_buffalo.n.01,1
dusky-footed_woodrat.n.01,rodent.n.01,1
fur_seal.n.01,mammal.n.01,1
mouflon.n.01,placental.n.01,1
hartebeest.n.01,even-toed_ungulate.n.01,1
welsh_pony.n.01,horse.n.01,1
common_opossum.n.01,marsupial.n.01,1
plains_pocket_mouse.n.01,pocket_mouse.n.01,1
saint_bernard.n.01,working_dog.n.01,1
finback.n.01,placental.n.01,1
virginia_deer.n.01,deer.n.01,1
burmese_cat.n.01,carnivore.n.01,1
friesian.n.01,cattle.n.01,1
zebu.n.01,mammal.n.01,1
kangaroo_rat.n.01,pocket_rat.n.01,1
toy_terrier.n.01,canine.n.02,1
quarter_horse.n.01,placental.n.01,1
jaculus_jaculus.n.01,rodent.n.01,1
pole_horse.n.01,trotting_horse.n.01,1
sassaby.n.01,ungulate.n.01,1
australopithecus_afarensis.n.01,hominid.n.01,1
indian_elephant.n.01,pachyderm.n.01,1
mammoth.n.01,mammal.n.01,1
jennet.n.01,ungulate.n.01,1
tiger_cat.n.02,cat.n.01,1
eastern_cottontail.n.01,wood_rabbit.n.01,1
irish_water_spaniel.n.01,sporting_dog.n.01,1
cow_pony.n.01,equine.n.01,1
blue_point_siamese.n.01,siamese_cat.n.01,1
smiledon_californicus.n.01,mammal.n.01,1
lesser_rorqual.n.01,placental.n.01,1
foxhound.n.01,mammal.n.01,1
rat_terrier.n.01,terrier.n.01,1
urial.n.01,bovid.n.01,1
kinkajou.n.01,placental.n.01,1
onager.n.02,wild_ass.n.01,1
hairy-legged_vampire_bat.n.01,placental.n.01,1
kangaroo_mouse.n.02,rodent.n.01,1
welsh_pony.n.01,mammal.n.01,1
lesser_kudu.n.01,ruminant.n.01,1
keeshond.n.01,mammal.n.01,1
ayrshire.n.01,ungulate.n.01,1
macaque.n.01,old_world_monkey.n.01,1
coach_horse.n.01,workhorse.n.02,1
liger.n.01,big_cat.n.01,1
little_chief_hare.n.01,pika.n.01,1
atlantic_walrus.n.01,mammal.n.01,1
staghound.n.01,dog.n.01,1
black_rhinoceros.n.01,rhinoceros.n.01,1
mountain_nyala.n.01,ruminant.n.01,1
bloodhound.n.01,hunting_dog.n.01,1
fanaloka.n.01,civet.n.01,1
wirehair.n.01,terrier.n.01,1
orangutan.n.01,mammal.n.01,1
chipmunk.n.01,placental.n.01,1
mare.n.01,equine.n.01,1
american_foxhound.n.01,placental.n.01,1
longwool.n.01,mammal.n.01,1
pariah_dog.n.01,cur.n.01,1
citation.n.06,placental.n.01,1
lion.n.01,feline.n.01,1
marmoset.n.01,mammal.n.01,1
murine.n.01,placental.n.01,1
grizzly.n.01,mammal.n.01,1
pembroke.n.01,corgi.n.01,1
hart.n.03,ruminant.n.01,1
bullock.n.01,bovine.n.01,1
flat-coated_retriever.n.01,hunting_dog.n.01,1
protohippus.n.01,placental.n.01,1
hooded_seal.n.01,seal.n.09,1
tamandua.n.01,placental.n.01,1
virginia_deer.n.01,even-toed_ungulate.n.01,1
yearling.n.02,horse.n.01,1
shire.n.02,odd-toed_ungulate.n.01,1
hog-nosed_skunk.n.01,mammal.n.01,1
zebra.n.01,equine.n.01,1
douroucouli.n.01,new_world_monkey.n.01,1
carnivorous_bat.n.01,placental.n.01,1
silky_anteater.n.01,placental.n.01,1
eastern_chimpanzee.n.01,ape.n.01,1
ram.n.05,ungulate.n.01,1
arabian.n.02,ungulate.n.01,1
dinocerate.n.01,placental.n.01,1
liver_chestnut.n.01,placental.n.01,1
mustang.n.01,pony.n.01,1
napu.n.01,ungulate.n.01,1
poodle.n.01,canine.n.02,1
large_poodle.n.01,placental.n.01,1
red-backed_mouse.n.01,mammal.n.01,1
watchdog.n.02,carnivore.n.01,1
ox.n.01,even-toed_ungulate.n.01,1
cactus_mouse.n.01,mammal.n.01,1
brown_hyena.n.01,mammal.n.01,1
australopithecus_robustus.n.01,hominid.n.01,1
babirusa.n.01,placental.n.01,1
porker.n.01,hog.n.03,1
lechwe.n.01,placental.n.01,1
welsh_springer_spaniel.n.01,spaniel.n.01,1
newfoundland.n.01,dog.n.01,1
brabancon_griffon.n.01,carnivore.n.01,1
plains_pocket_gopher.n.01,placental.n.01,1
short-tailed_shrew.n.01,insectivore.n.01,1
horseshoe_bat.n.02,carnivorous_bat.n.01,1
charger.n.01,horse.n.01,1
boxer.n.04,dog.n.01,1
gibbon.n.02,primate.n.02,1
siamang.n.01,lesser_ape.n.01,1
doberman.n.01,mammal.n.01,1
beaver_rat.n.01,mammal.n.01,1
oryx.n.01,placental.n.01,1
right_whale.n.01,aquatic_mammal.n.01,1
woolly_indris.n.01,primate.n.02,1
wood_rabbit.n.01,lagomorph.n.01,1
entlebucher.n.01,dog.n.01,1
santa_gertrudis.n.01,ungulate.n.01,1
armadillo.n.01,mammal.n.01,1
grey_whale.n.01,whale.n.02,1
attack_dog.n.01,working_dog.n.01,1
exmoor.n.02,mammal.n.01,1
kerry_blue_terrier.n.01,placental.n.01,1
santa_gertrudis.n.01,mammal.n.01,1
cotton_rat.n.01,placental.n.01,1
mammoth.n.01,placental.n.01,1
chickeree.n.01,tree_squirrel.n.01,1
mudder.n.01,horse.n.01,1
africander.n.01,bovid.n.01,1
eurasian_badger.n.01,badger.n.02,1
mastiff.n.01,mammal.n.01,1
rabbit_ears.n.02,lagomorph.n.01,1
pilot_whale.n.01,cetacean.n.01,1
kiang.n.01,mammal.n.01,1
dalmatian.n.02,dog.n.01,1
pygmy_chimpanzee.n.01,great_ape.n.01,1
crabeater_seal.n.01,pinniped_mammal.n.01,1
malamute.n.01,carnivore.n.01,1
blue_whale.n.01,cetacean.n.01,1
mantled_ground_squirrel.n.01,ground_squirrel.n.02,1
lynx.n.02,feline.n.01,1
silver_fox.n.01,carnivore.n.01,1
sennenhunde.n.01,placental.n.01,1
sand_cat.n.01,feline.n.01,1
staffordshire_bullterrier.n.01,carnivore.n.01,1
eastern_cottontail.n.01,mammal.n.01,1
griffon.n.02,mammal.n.01,1
bucking_bronco.n.01,ungulate.n.01,1
blue_whale.n.01,aquatic_mammal.n.01,1
palomino.n.01,placental.n.01,1
tiglon.n.01,big_cat.n.01,1
burro.n.01,ungulate.n.01,1
hyrax.n.01,placental.n.01,1
humpback.n.03,whale.n.02,1
arabian.n.02,horse.n.01,1
kelpie.n.02,placental.n.01,1
slender-tailed_meerkat.n.01,meerkat.n.01,1
french_bulldog.n.01,mammal.n.01,1
gorilla.n.01,great_ape.n.01,1
fox.n.01,canine.n.02,1
sable.n.05,musteline_mammal.n.01,1
fox_squirrel.n.01,tree_squirrel.n.01,1
hack.n.08,placental.n.01,1
grey_lemming.n.01,mammal.n.01,1
wild_goat.n.01,ruminant.n.01,1
sei_whale.n.01,cetacean.n.01,1
griffon.n.03,carnivore.n.01,1
hooded_skunk.n.01,skunk.n.04,1
imperial_mammoth.n.01,pachyderm.n.01,1
santa_gertrudis.n.01,cattle.n.01,1
tamarin.n.01,monkey.n.01,1
western_chimpanzee.n.01,mammal.n.01,1
potto.n.02,mammal.n.01,1
cattalo.n.01,even-toed_ungulate.n.01,1
doe.n.02,placental.n.01,1
pipistrelle.n.01,mammal.n.01,1
pinche.n.01,marmoset.n.01,1
apar.n.01,placental.n.01,1
common_dolphin.n.01,placental.n.01,1
sussex_spaniel.n.01,sporting_dog.n.01,1
slender_loris.n.01,primate.n.02,1
lakeland_terrier.n.01,hunting_dog.n.01,1
spaniel.n.01,placental.n.01,1
european_wildcat.n.01,cat.n.01,1
sambar.n.01,ungulate.n.01,1
eohippus.n.01,ungulate.n.01,1
pygmy_chimpanzee.n.01,anthropoid_ape.n.01,1
greyhound.n.01,placental.n.01,1
rock_squirrel.n.01,placental.n.01,1
tiglon.n.01,carnivore.n.01,1
coydog.n.01,carnivore.n.01,1
chihuahua.n.03,canine.n.02,1
smooth-haired_fox_terrier.n.01,dog.n.01,1
cuscus.n.01,marsupial.n.01,1
caribou.n.01,even-toed_ungulate.n.01,1
blue_point_siamese.n.01,feline.n.01,1
terrier.n.01,canine.n.02,1
saint_bernard.n.01,carnivore.n.01,1
exmoor.n.02,placental.n.01,1
jackal.n.01,canine.n.02,1
golden_retriever.n.01,canine.n.02,1
asian_wild_ox.n.01,ruminant.n.01,1
even-toed_ungulate.n.01,placental.n.01,1
mouser.n.01,placental.n.01,1
cob.n.02,harness_horse.n.01,1
hunting_dog.n.01,placental.n.01,1
devon.n.02,cattle.n.01,1
onager.n.02,placental.n.01,1
dwarf_sperm_whale.n.01,aquatic_mammal.n.01,1
stalking-horse.n.04,equine.n.01,1
badger.n.02,carnivore.n.01,1
arctic_ground_squirrel.n.01,rodent.n.01,1
basenji.n.01,canine.n.02,1
african_elephant.n.01,placental.n.01,1
pomeranian.n.01,spitz.n.01,1
tamandua.n.01,mammal.n.01,1
steller_sea_lion.n.01,seal.n.09,1
ground_sloth.n.01,megatherian.n.01,1
common_raccoon.n.01,mammal.n.01,1
australian_sea_lion.n.01,pinniped_mammal.n.01,1
bobcat.n.01,feline.n.01,1
aardwolf.n.01,canine.n.02,1
newfoundland.n.01,placental.n.01,1
dik-dik.n.01,ruminant.n.01,1
marsupial.n.01,metatherian.n.01,1
european_hare.n.01,mammal.n.01,1
lincoln.n.03,placental.n.01,1
bactrian_camel.n.01,mammal.n.01,1
liger.n.01,carnivore.n.01,1
brewer's_mole.n.01,mole.n.06,1
gazelle.n.01,mammal.n.01,1
anthropoid.n.02,placental.n.01,1
primate.n.02,mammal.n.01,1
jungle_cat.n.01,wildcat.n.03,1
homo_soloensis.n.01,hominid.n.01,1
pallid_bat.n.01,carnivorous_bat.n.01,1
new_world_tapir.n.01,placental.n.01,1
nilgai.n.01,antelope.n.01,1
horseshoe_bat.n.02,mammal.n.01,1
southern_bog_lemming.n.01,lemming.n.01,1
yorkshire_terrier.n.01,terrier.n.01,1
leafnose_bat.n.01,placental.n.01,1
bluetick.n.01,placental.n.01,1
walrus.n.01,placental.n.01,1
italian_greyhound.n.01,greyhound.n.01,1
brush-tailed_phalanger.n.01,mammal.n.01,1
american_bison.n.01,even-toed_ungulate.n.01,1
dairy_cattle.n.01,bovine.n.01,1
bull.n.01,bovid.n.01,1
roebuck.n.01,placental.n.01,1
meadow_jumping_mouse.n.01,rodent.n.01,1
arabian_camel.n.01,even-toed_ungulate.n.01,1
coondog.n.01,carnivore.n.01,1
english_springer.n.01,hunting_dog.n.01,1
palfrey.n.01,ungulate.n.01,1
wharf_rat.n.02,placental.n.01,1
beaver.n.07,mammal.n.01,1
pocketed_bat.n.01,placental.n.01,1
kangaroo_rat.n.01,rat.n.01,1
indian_elephant.n.01,placental.n.01,1
field_spaniel.n.01,sporting_dog.n.01,1
mouflon.n.01,even-toed_ungulate.n.01,1
proboscis_monkey.n.01,old_world_monkey.n.01,1
numbat.n.01,dasyurid_marsupial.n.01,1
italian_greyhound.n.01,carnivore.n.01,1
groenendael.n.01,placental.n.01,1
homo_soloensis.n.01,placental.n.01,1
gorilla.n.01,ape.n.01,1
frosted_bat.n.01,bat.n.01,1
sei_whale.n.01,rorqual.n.01,1
fissiped_mammal.n.01,mammal.n.01,1
bobcat.n.01,carnivore.n.01,1
hartebeest.n.01,ungulate.n.01,1
lynx.n.02,carnivore.n.01,1
ungulata.n.01,placental.n.01,1
european_wood_mouse.n.01,mouse.n.01,1
attack_dog.n.01,canine.n.02,1
american_badger.n.01,placental.n.01,1
new_world_beaver.n.01,beaver.n.07,1
crab-eating_dog.n.01,mammal.n.01,1
eastern_cottontail.n.01,lagomorph.n.01,1
old_world_least_weasel.n.01,carnivore.n.01,1
bullock.n.02,bovine.n.01,1
sled_dog.n.01,carnivore.n.01,1
war_admiral.n.01,odd-toed_ungulate.n.01,1
american_water_spaniel.n.01,water_spaniel.n.01,1
ayrshire.n.01,dairy_cattle.n.01,1
horseshoe_bat.n.02,bat.n.01,1
new_world_monkey.n.01,monkey.n.01,1
kuvasz.n.01,dog.n.01,1
miniature_schnauzer.n.01,hunting_dog.n.01,1
mule_deer.n.01,ruminant.n.01,1
tree_squirrel.n.01,squirrel.n.01,1
manchester_terrier.n.01,canine.n.02,1
american_bison.n.01,placental.n.01,1
crabeater_seal.n.01,mammal.n.01,1
eskimo_dog.n.01,dog.n.01,1
lemming.n.01,mammal.n.01,1
housedog.n.01,carnivore.n.01,1
pere_david's_deer.n.01,placental.n.01,1
bull.n.01,ungulate.n.01,1
central_chimpanzee.n.01,mammal.n.01,1
swamp_rabbit.n.02,leporid.n.01,1
gnu.n.01,even-toed_ungulate.n.01,1
stablemate.n.01,placental.n.01,1
shetland_pony.n.01,horse.n.01,1
springer_spaniel.n.01,hunting_dog.n.01,1
hearing_dog.n.01,placental.n.01,1
leopard.n.02,placental.n.01,1
flying_fox.n.01,fruit_bat.n.01,1
pug.n.01,mammal.n.01,1
packhorse.n.01,workhorse.n.02,1
western_lowland_gorilla.n.01,primate.n.02,1
trotting_horse.n.01,odd-toed_ungulate.n.01,1
porker.n.01,ungulate.n.01,1
cur.n.01,carnivore.n.01,1
genet.n.03,viverrine.n.01,1
great_ape.n.01,ape.n.01,1
vespertilian_bat.n.01,bat.n.01,1
miniature_pinscher.n.01,carnivore.n.01,1
shire.n.02,ungulate.n.01,1
newfoundland.n.01,canine.n.02,1
eurasian_otter.n.01,carnivore.n.01,1
desmodus_rotundus.n.01,placental.n.01,1
bullock.n.02,cattle.n.01,1
striped_muishond.n.01,weasel.n.02,1
staffordshire_bullterrier.n.01,canine.n.02,1
glutton.n.02,placental.n.01,1
hartebeest.n.01,antelope.n.01,1
aberdeen_angus.n.01,bovid.n.01,1
colobus.n.01,monkey.n.01,1
tamarin.n.01,new_world_monkey.n.01,1
markhor.n.01,bovid.n.01,1
manul.n.01,feline.n.01,1
wallaby.n.01,mammal.n.01,1
gerenuk.n.01,even-toed_ungulate.n.01,1
liver-spotted_dalmatian.n.01,mammal.n.01,1
alley_cat.n.01,mammal.n.01,1
mustang.n.01,equine.n.01,1
lechwe.n.01,waterbuck.n.01,1
cardigan.n.02,mammal.n.01,1
virginia_deer.n.01,ruminant.n.01,1
goral.n.01,placental.n.01,1
water_spaniel.n.01,mammal.n.01,1
springer_spaniel.n.01,sporting_dog.n.01,1
shetland_sheepdog.n.01,carnivore.n.01,1
world.n.08,homo.n.02,1
chimpanzee.n.01,primate.n.02,1
dusky-footed_wood_rat.n.01,rodent.n.01,1
fox_terrier.n.01,terrier.n.01,1
brush-tailed_porcupine.n.01,placental.n.01,1
working_dog.n.01,placental.n.01,1
wirehair.n.01,placental.n.01,1
cattle.n.01,even-toed_ungulate.n.01,1
two-toed_sloth.n.01,mammal.n.01,1
nanny.n.02,placental.n.01,1
cattalo.n.01,placental.n.01,1
gazella_subgutturosa.n.01,even-toed_ungulate.n.01,1
whitetail_prairie_dog.n.01,mammal.n.01,1
gelding.n.01,male_horse.n.01,1
european_hare.n.01,leporid.n.01,1
lakeland_terrier.n.01,canine.n.02,1
hazel_mouse.n.01,rodent.n.01,1
flying_mouse.n.01,metatherian.n.01,1
whitetail_prairie_dog.n.01,placental.n.01,1
jaguarundi.n.01,carnivore.n.01,1
yorkshire_terrier.n.01,mammal.n.01,1
