id1,id2,weight
first-order_correlation.n.01,correlation.n.03,1
analysis.n.05,pure_mathematics.n.01,1
plane_geometry.n.01,mathematics.n.01,1
set_theory.n.01,pure_mathematics.n.01,1
spherical_trigonometry.n.01,pure_mathematics.n.01,1
negative_correlation.n.01,mathematics.n.01,1
negative_correlation.n.01,statistics.n.01,1
matrix_algebra.n.01,mathematics.n.01,1
hyperbolic_geometry.n.01,pure_mathematics.n.01,1
pure_mathematics.n.01,mathematics.n.01,1
hyperbolic_geometry.n.01,mathematics.n.01,1
arithmetic.n.01,pure_mathematics.n.01,1
negative_correlation.n.01,applied_mathematics.n.01,1
spherical_geometry.n.01,pure_mathematics.n.01,1
probability_theory.n.01,applied_mathematics.n.01,1
vector_algebra.n.01,mathematics.n.01,1
fourier_analysis.n.01,mathematics.n.01,1
algorism.n.02,mathematics.n.01,1
first-order_correlation.n.01,partial_correlation.n.01,1
fractal_geometry.n.01,mathematics.n.01,1
partial_correlation.n.01,mathematics.n.01,1
geometry.n.01,pure_mathematics.n.01,1
biometrics.n.01,mathematics.n.01,1
non-euclidean_geometry.n.01,geometry.n.01,1
first-order_correlation.n.01,applied_mathematics.n.01,1
first-order_correlation.n.01,statistics.n.01,1
linear_algebra.n.01,pure_mathematics.n.01,1
spurious_correlation.n.01,applied_mathematics.n.01,1
affine_geometry.n.01,pure_mathematics.n.01,1
statistics.n.01,applied_mathematics.n.01,1
spurious_correlation.n.01,correlation.n.03,1
affine_geometry.n.01,geometry.n.01,1
